SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
θεόσυτος,urn:cite:fuSyntax:0085003tokens.2896953_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:116.1,urn:cite:fuSyntax:0085003sentences.2896953,772,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2896953_15,θεόσυτοσ
βρότειος,urn:cite:fuSyntax:0085003tokens.2896953_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:116.4,urn:cite:fuSyntax:0085003sentences.2896953,775,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2896953_15,βρότειοσ
τερμόνιον,urn:cite:fuSyntax:0085003tokens.2896954_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:117.2,urn:cite:fuSyntax:0085003sentences.2896954,781,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896954_4,τερμόνιοσ
ἐμῶν,urn:cite:fuSyntax:0085003tokens.2896954_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:118.2,urn:cite:fuSyntax:0085003sentences.2896954,785,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2896954_5,ἐμόσ
δύσποτμον,urn:cite:fuSyntax:0085003tokens.2896955_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:119.4,urn:cite:fuSyntax:0085003sentences.2896955,796,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896955_5,δύσποτμοσ
ἐχθρόν,urn:cite:fuSyntax:0085003tokens.2896955_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:120.3,urn:cite:fuSyntax:0085003sentences.2896955,800,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896955_3,ἐχθρόσ
πᾶσι,urn:cite:fuSyntax:0085003tokens.2896955_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:120.6,urn:cite:fuSyntax:0085003sentences.2896955,803,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896955_12,πᾶσ
ὁπόσοι,urn:cite:fuSyntax:0085003tokens.2896955_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:121.4,urn:cite:fuSyntax:0085003sentences.2896955,808,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2896955_20,ὁπόσοσ
τί,urn:cite:fuSyntax:0085003tokens.2896956_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:124.4,urn:cite:fuSyntax:0085003sentences.2896956,823,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896956_7,τίς
ἐλαφραῖς,urn:cite:fuSyntax:0085003tokens.2896957_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:125.6,urn:cite:fuSyntax:0085003sentences.2896957,833,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896957_5,ἐλαφρόσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2896958_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:127.1,urn:cite:fuSyntax:0085003sentences.2896958,838,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896958_5,πᾶσ
φοβερὸν,urn:cite:fuSyntax:0085003tokens.2896958_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:127.3,urn:cite:fuSyntax:0085003sentences.2896958,840,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2896958_0,φοβερόσ
φιλία,urn:cite:fuSyntax:0085003tokens.2896960_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:128.4,urn:cite:fuSyntax:0085003sentences.2896960,847,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2896960_4,φίλιοσ
θοαῖς,urn:cite:fuSyntax:0085003tokens.2896960_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:129.1,urn:cite:fuSyntax:0085003sentences.2896960,852,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896960_7,θοόσ
πατρῴας,urn:cite:fuSyntax:0085003tokens.2896960_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:130.4,urn:cite:fuSyntax:0085003sentences.2896960,858,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2896960_15,πατρῷοσ
κραιπνοφόροι,urn:cite:fuSyntax:0085003tokens.2896961_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:132.1,urn:cite:fuSyntax:0085003sentences.2896961,863,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2896961_5,κραιπνοφόροσ
ἀπέδιλος,urn:cite:fuSyntax:0085003tokens.2896963_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:135.3,urn:cite:fuSyntax:0085003sentences.2896963,887,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2896963_1,ἀπέδιλοσ
πτερωτῷ,urn:cite:fuSyntax:0085003tokens.2896963_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:135.5,urn:cite:fuSyntax:0085003sentences.2896963,889,a-s---md-,urn:cite:fuSyntax:0085003tokens.2896963_4,πτερωτόσ
πολυτέκνου,urn:cite:fuSyntax:0085003tokens.2896964_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:137.2,urn:cite:fuSyntax:0085003sentences.2896964,895,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2896964_6,πολύτεκνοσ
ἔκγονα,urn:cite:fuSyntax:0085003tokens.2896964_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:137.4,urn:cite:fuSyntax:0085003sentences.2896964,897,a-p---nv-,urn:cite:fuSyntax:0085003tokens.2896964_12,ἔκγονοσ
πᾶσάν,urn:cite:fuSyntax:0085003tokens.2896964_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:138.3,urn:cite:fuSyntax:0085003sentences.2896964,901,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2896964_14,πᾶσ
ἀκοιμήτῳ,urn:cite:fuSyntax:0085003tokens.2896964_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:139.2,urn:cite:fuSyntax:0085003sentences.2896964,905,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2896964_16,ἀκοίμητοσ
οἵῳ,urn:cite:fuSyntax:0085003tokens.2896964_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:141.4,urn:cite:fuSyntax:0085003sentences.2896964,915,a-s---md-,urn:cite:fuSyntax:0085003tokens.2896964_26,οἷοσ
προσπορπατὸς,urn:cite:fuSyntax:0085003tokens.2896964_28,urn:cts:greekLit:tlg0085.tlg003.fuSyn:142.1,urn:cite:fuSyntax:0085003sentences.2896964,918,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896964_36,προσπορπατόσ
ἄζηλον,urn:cite:fuSyntax:0085003tokens.2896964_35,143b-2,urn:cite:fuSyntax:0085003sentences.2896964,925,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2896964_34,ἄζηλοσ
φοβερὰ,urn:cite:fuSyntax:0085003tokens.2896966_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:144.5,urn:cite:fuSyntax:0085003sentences.2896966,932,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2896966_6,φοβερόσ
ἐμοῖσιν,urn:cite:fuSyntax:0085003tokens.2896966_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:145.2,urn:cite:fuSyntax:0085003sentences.2896966,934,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2896966_4,ἐμόσ
πλήρης,urn:cite:fuSyntax:0085003tokens.2896966_7,145a-2,urn:cite:fuSyntax:0085003sentences.2896966,938,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2896966_5,πλήρησ
σὸν,urn:cite:fuSyntax:0085003tokens.2896966_9,145b-1,urn:cite:fuSyntax:0085003sentences.2896966,940,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896966_10,σόσ
ἀδαμαντοδέτοισι,urn:cite:fuSyntax:0085003tokens.2896966_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:147.2,urn:cite:fuSyntax:0085003sentences.2896966,946,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896966_16,ἀδαμαντόδετοσ
νέοι,urn:cite:fuSyntax:0085003tokens.2896967_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:148.1,urn:cite:fuSyntax:0085003sentences.2896967,949,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2896967_3,νέοσ
νεοχμοῖς,urn:cite:fuSyntax:0085003tokens.2896968_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:149.5,urn:cite:fuSyntax:0085003sentences.2896968,956,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896968_4,νεοχμόσ
πελώρια,urn:cite:fuSyntax:0085003tokens.2896969_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:151.4,urn:cite:fuSyntax:0085003sentences.2896969,967,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896969_6,πελώριοσ
νεκροδέγμονος,urn:cite:fuSyntax:0085003tokens.2896970_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:153.2,urn:cite:fuSyntax:0085003sentences.2896970,980,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2896970_8,νεκροδέγμων
ἀπέρατον,urn:cite:fuSyntax:0085003tokens.2896970_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:153.4,urn:cite:fuSyntax:0085003sentences.2896970,982,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896970_13,ἀπείρητοσ
ἀλύτοις,urn:cite:fuSyntax:0085003tokens.2896970_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:155.2,urn:cite:fuSyntax:0085003sentences.2896970,987,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896970_16,ἄλυτοσ
ἄλλος,urn:cite:fuSyntax:0085003tokens.2896970_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:156.6,urn:cite:fuSyntax:0085003sentences.2896970,996,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896970_25,ἄλλοσ
αἰθέριον,urn:cite:fuSyntax:0085003tokens.2896971_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:158.3,urn:cite:fuSyntax:0085003sentences.2896971,1002,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2896971_4,αἰθέριοσ
τάλας,urn:cite:fuSyntax:0085003tokens.2896971_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:158.6,urn:cite:fuSyntax:0085003sentences.2896971,1005,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896971_9,τάλασ
ἐχθροῖς,urn:cite:fuSyntax:0085003tokens.2896971_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:159.1,urn:cite:fuSyntax:0085003sentences.2896971,1006,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896971_8,ἐχθρόσ
ἐπίχαρτα,urn:cite:fuSyntax:0085003tokens.2896971_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:159.2,urn:cite:fuSyntax:0085003sentences.2896971,1007,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896971_9,ἐπίχαρτοσ
τλησικάρδιος,urn:cite:fuSyntax:0085003tokens.2896972_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:160.3,urn:cite:fuSyntax:0085003sentences.2896972,1012,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896972_0,τλησικάρδιοσ
ἐπιχαρῆ,urn:cite:fuSyntax:0085003tokens.2896972_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:161.5,urn:cite:fuSyntax:0085003sentences.2896972,1017,a-p---nn-,urn:cite:fuSyntax:0085003tokens.2896972_2,ἐπιχαρήσ
κακοῖς,urn:cite:fuSyntax:0085003tokens.2896973_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:162.4,urn:cite:fuSyntax:0085003sentences.2896973,1022,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2896973_3,κακόσ
τεοῖσι,urn:cite:fuSyntax:0085003tokens.2896973_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:163.1,urn:cite:fuSyntax:0085003sentences.2896973,1023,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896973_4,τεόσ
ἄγναμπτον,urn:cite:fuSyntax:0085003tokens.2896974_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:164.2,urn:cite:fuSyntax:0085003sentences.2896974,1034,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896974_5,ἄγναμπτοσ
Οὐρανίαν,urn:cite:fuSyntax:0085003tokens.2896974_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:165.2,urn:cite:fuSyntax:0085003sentences.2896974,1037,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2896974_10,οὐράνιοσ
δυσάλωτον,urn:cite:fuSyntax:0085003tokens.2896974_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:167.2,urn:cite:fuSyntax:0085003sentences.2896974,1053,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2896974_28,δυσάλωτοσ
ἐμοῦ,urn:cite:fuSyntax:0085003tokens.2896975_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:168.4,urn:cite:fuSyntax:0085003sentences.2896975,1061,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2896975_16,ἐμόσ
κρατεραῖς,urn:cite:fuSyntax:0085003tokens.2896975_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:168.7,urn:cite:fuSyntax:0085003sentences.2896975,1064,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896975_9,κρατερόσ
νέον,urn:cite:fuSyntax:0085003tokens.2896975_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:171.3,urn:cite:fuSyntax:0085003sentences.2896975,1076,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896975_20,νέοσ
μελιγλώσσοις,urn:cite:fuSyntax:0085003tokens.2896976_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:173.4,urn:cite:fuSyntax:0085003sentences.2896976,1088,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896976_6,μελίγλωσσοσ
στερεάς,urn:cite:fuSyntax:0085003tokens.2896976_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:174.4,urn:cite:fuSyntax:0085003sentences.2896976,1093,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2896976_12,στερεόσ
ἀγρίων,urn:cite:fuSyntax:0085003tokens.2896976_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:177.4,urn:cite:fuSyntax:0085003sentences.2896976,1105,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2896976_22,ἄγριοσ
θρασύς,urn:cite:fuSyntax:0085003tokens.2896977_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:180.3,urn:cite:fuSyntax:0085003sentences.2896977,1117,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896977_12,θρασύσ
πικραῖς,urn:cite:fuSyntax:0085003tokens.2896977_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:180.6,urn:cite:fuSyntax:0085003sentences.2896977,1120,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896977_7,πικρόσ
οὐδὲν,urn:cite:fuSyntax:0085003tokens.2896977_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:181.2,urn:cite:fuSyntax:0085003sentences.2896977,1122,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896977_9,οὐδείσ
ἐμὰς,urn:cite:fuSyntax:0085003tokens.2896978_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:183.1,urn:cite:fuSyntax:0085003sentences.2896978,1129,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2896978_3,ἐμόσ
διάτορος,urn:cite:fuSyntax:0085003tokens.2896978_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:183.5,urn:cite:fuSyntax:0085003sentences.2896978,1133,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896978_6,διάτοροσ
σαῖς,urn:cite:fuSyntax:0085003tokens.2896979_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:184.4,urn:cite:fuSyntax:0085003sentences.2896979,1139,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896979_5,σόσ
ἀκίχητα,urn:cite:fuSyntax:0085003tokens.2896980_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:187.3,urn:cite:fuSyntax:0085003sentences.2896980,1154,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896980_3,ἀκίχητοσ
ἀπαράμυθον,urn:cite:fuSyntax:0085003tokens.2896980_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:188.1,urn:cite:fuSyntax:0085003sentences.2896980,1159,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896980_5,ἀπαράμυθοσ
τραχὺς,urn:cite:fuSyntax:0085003tokens.2896981_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:189.3,urn:cite:fuSyntax:0085003sentences.2896981,1166,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896981_4,τραχύσ
ἑαυτῷ,urn:cite:fuSyntax:0085003tokens.2896981_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:189.6,urn:cite:fuSyntax:0085003sentences.2896981,1169,a-s---md-,urn:cite:fuSyntax:0085003tokens.2896981_5,ἑαυτοῦ1
δίκαιον,urn:cite:fuSyntax:0085003tokens.2896981_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:190.2,urn:cite:fuSyntax:0085003sentences.2896981,1171,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896981_9,δίκαιοσ
μαλακογνώμων,urn:cite:fuSyntax:0085003tokens.2896982_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:191.2,urn:cite:fuSyntax:0085003sentences.2896982,1178,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896982_5,μαλακογνώμων1
ἀτέραμνον,urn:cite:fuSyntax:0085003tokens.2896983_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:193.3,urn:cite:fuSyntax:0085003sentences.2896983,1188,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2896983_5,ἀτέραμνοσ
πάντ᾽,urn:cite:fuSyntax:0085003tokens.2896984_1,195a-1,urn:cite:fuSyntax:0085003sentences.2896984,1201,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896984_6,πᾶσ
ποίῳ,urn:cite:fuSyntax:0085003tokens.2896984_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:196.1,urn:cite:fuSyntax:0085003sentences.2896984,1208,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2896984_13,ποῖοσ
ἀλγεινὰ,urn:cite:fuSyntax:0085003tokens.2896986_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:199.1,urn:cite:fuSyntax:0085003sentences.2896986,1230,a-p---nn-,urn:cite:fuSyntax:0085003tokens.2896986_6,ἀλγεινόσ
δύσποτμα,urn:cite:fuSyntax:0085003tokens.2896986_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:200.7,urn:cite:fuSyntax:0085003sentences.2896986,1244,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896986_14,δύσποτμοσ
τάχιστ᾽,urn:cite:fuSyntax:0085003tokens.2896987_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:201.2,urn:cite:fuSyntax:0085003sentences.2896987,1247,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896987_1,ταχύσ
ἀλλήλοισιν,urn:cite:fuSyntax:0085003tokens.2896987_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:202.4,urn:cite:fuSyntax:0085003sentences.2896987,1254,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896987_8,ἀλλήλων1
λῷστα,urn:cite:fuSyntax:0085003tokens.2896987_38,urn:cts:greekLit:tlg0085.tlg003.fuSyn:206.4,urn:cite:fuSyntax:0085003sentences.2896987,1283,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896987_39,λωίων1
αἱμύλας,urn:cite:fuSyntax:0085003tokens.2896988_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:208.4,urn:cite:fuSyntax:0085003sentences.2896988,1297,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2896988_3,αἱμύλοσ
καρτεροῖς,urn:cite:fuSyntax:0085003tokens.2896988_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:209.2,urn:cite:fuSyntax:0085003sentences.2896988,1301,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2896988_6,καρτερόσ
μόνον,urn:cite:fuSyntax:0085003tokens.2896989_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:211.6,urn:cite:fuSyntax:0085003sentences.2896989,1315,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896989_5,μόνοσ
πολλῶν,urn:cite:fuSyntax:0085003tokens.2896989_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:212.4,urn:cite:fuSyntax:0085003sentences.2896989,1321,a-p---ng-,urn:cite:fuSyntax:0085003tokens.2896989_13,πολύσ
μία,urn:cite:fuSyntax:0085003tokens.2896989_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:212.7,urn:cite:fuSyntax:0085003sentences.2896989,1324,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2896989_14,εἷσ
καρτερόν,urn:cite:fuSyntax:0085003tokens.2896989_30,urn:cts:greekLit:tlg0085.tlg003.fuSyn:214.9,urn:cite:fuSyntax:0085003sentences.2896989,1339,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896989_28,καρτερόσ
τοιαῦτ᾽,urn:cite:fuSyntax:0085003tokens.2896990_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:216.1,urn:cite:fuSyntax:0085003sentences.2896990,1348,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896990_4,τοιοῦτοσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2896990_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:217.7,urn:cite:fuSyntax:0085003sentences.2896990,1358,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896990_9,πᾶσ
κράτιστα,urn:cite:fuSyntax:0085003tokens.2896991_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:218.1,urn:cite:fuSyntax:0085003sentences.2896991,1360,a-p---nn-,urn:cite:fuSyntax:0085003tokens.2896991_8,κράτιστοσ
ἑκόνθ᾽,urn:cite:fuSyntax:0085003tokens.2896991_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:220.1,urn:cite:fuSyntax:0085003sentences.2896991,1370,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896991_14,ἑκών1
ἑκόντι,urn:cite:fuSyntax:0085003tokens.2896991_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:220.2,urn:cite:fuSyntax:0085003sentences.2896991,1371,a-s---md-,urn:cite:fuSyntax:0085003tokens.2896991_13,ἑκών1
ἐμαῖς,urn:cite:fuSyntax:0085003tokens.2896992_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:221.1,urn:cite:fuSyntax:0085003sentences.2896992,1375,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896992_3,ἐμόσ
μελαμβαθὴς,urn:cite:fuSyntax:0085003tokens.2896992_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:221.5,urn:cite:fuSyntax:0085003sentences.2896992,1379,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2896992_6,μελαμβαθήσ
παλαιγενῆ,urn:cite:fuSyntax:0085003tokens.2896992_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:222.4,urn:cite:fuSyntax:0085003sentences.2896992,1383,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896992_10,παλαιγενήσ
αὐτοῖσι,urn:cite:fuSyntax:0085003tokens.2896992_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:223.1,urn:cite:fuSyntax:0085003sentences.2896992,1385,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896992_12,αὐτόσ
συμμάχοισι,urn:cite:fuSyntax:0085003tokens.2896992_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:223.2,urn:cite:fuSyntax:0085003sentences.2896992,1386,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896992_7,σύμμαχοσ
ἐμοῦ,urn:cite:fuSyntax:0085003tokens.2896993_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:223.6,urn:cite:fuSyntax:0085003sentences.2896993,1390,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2896993_2,ἐμόσ
κακαῖσι,urn:cite:fuSyntax:0085003tokens.2896993_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:225.1,urn:cite:fuSyntax:0085003sentences.2896993,1396,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2896993_10,κακόσ
τοῦτο,urn:cite:fuSyntax:0085003tokens.2896994_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:226.4,urn:cite:fuSyntax:0085003sentences.2896994,1405,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2896994_7,οὗτοσ
φίλοισι,urn:cite:fuSyntax:0085003tokens.2896994_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:227.4,urn:cite:fuSyntax:0085003sentences.2896994,1411,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896994_12,φίλοσ
τοῦτο,urn:cite:fuSyntax:0085003tokens.2896995_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:229.4,urn:cite:fuSyntax:0085003sentences.2896995,1426,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896995_14,οὗτοσ
τάχιστα,urn:cite:fuSyntax:0085003tokens.2896996_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:230.2,urn:cite:fuSyntax:0085003sentences.2896996,1431,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896996_1,ταχύσ
πατρῷον,urn:cite:fuSyntax:0085003tokens.2896996_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:230.4,urn:cite:fuSyntax:0085003sentences.2896996,1433,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896996_6,πατρῷοσ
ἄλλοισιν,urn:cite:fuSyntax:0085003tokens.2896996_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:232.1,urn:cite:fuSyntax:0085003sentences.2896996,1442,a-p---md-,urn:cite:fuSyntax:0085003tokens.2896996_10,ἄλλοσ
ἄλλα,urn:cite:fuSyntax:0085003tokens.2896996_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:232.2,urn:cite:fuSyntax:0085003sentences.2896996,1443,a-p---na-,urn:cite:fuSyntax:0085003tokens.2896996_12,ἄλλοσ
ταλαιπώρων,urn:cite:fuSyntax:0085003tokens.2896997_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:233.6,urn:cite:fuSyntax:0085003sentences.2896997,1451,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2896997_1,ταλαίπωροσ
οὐδέν᾽,urn:cite:fuSyntax:0085003tokens.2896997_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:234.3,urn:cite:fuSyntax:0085003sentences.2896997,1455,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2896997_5,οὐδείσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2896997_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:235.2,urn:cite:fuSyntax:0085003sentences.2896997,1461,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896997_18,πᾶσ
ἄλλο,urn:cite:fuSyntax:0085003tokens.2896997_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:235.4,urn:cite:fuSyntax:0085003sentences.2896997,1463,a-s---na-,urn:cite:fuSyntax:0085003tokens.2896997_12,ἄλλοσ
