TOKENURN	HEAD
urn:cite:fuSyntax:0085003tokens.2896898_2	urn:cite:fuSyntax:0085003tokens.2896898_0
urn:cite:fuSyntax:0085003tokens.2896899_1	urn:cite:fuSyntax:0085003tokens.2896899_0
urn:cite:fuSyntax:0085003tokens.2896899_2	urn:cite:fuSyntax:0085003tokens.2896899_0
urn:cite:fuSyntax:0085003tokens.2896899_3	urn:cite:fuSyntax:0085003tokens.2896899_5
urn:cite:fuSyntax:0085003tokens.2896899_4	urn:cite:fuSyntax:0085003tokens.2896899_5
urn:cite:fuSyntax:0085003tokens.2896899_5	urn:cite:fuSyntax:0085003tokens.2896899_1
urn:cite:fuSyntax:0085003tokens.2896899_6	urn:cite:fuSyntax:0085003tokens.2896899_0
urn:cite:fuSyntax:0085003tokens.2896899_7	urn:cite:fuSyntax:0085003tokens.2896899_6
urn:cite:fuSyntax:0085003tokens.2896899_8	urn:cite:fuSyntax:0085003tokens.2896899_0
urn:cite:fuSyntax:0085003tokens.2896899_9	urn:cite:fuSyntax:0085003tokens.2896899_0
urn:cite:fuSyntax:0085003tokens.2896900_1	urn:cite:fuSyntax:0085003tokens.2896900_2
urn:cite:fuSyntax:0085003tokens.2896900_2	urn:cite:fuSyntax:0085003tokens.2896900_3
urn:cite:fuSyntax:0085003tokens.2896900_3	urn:cite:fuSyntax:0085003tokens.2896900_0
urn:cite:fuSyntax:0085003tokens.2896900_4	urn:cite:fuSyntax:0085003tokens.2896900_3
urn:cite:fuSyntax:0085003tokens.2896900_5	urn:cite:fuSyntax:0085003tokens.2896900_0
urn:cite:fuSyntax:0085003tokens.2896901_1	urn:cite:fuSyntax:0085003tokens.2896901_0
urn:cite:fuSyntax:0085003tokens.2896901_2	urn:cite:fuSyntax:0085003tokens.2896901_0
urn:cite:fuSyntax:0085003tokens.2896901_3	urn:cite:fuSyntax:0085003tokens.2896901_2
urn:cite:fuSyntax:0085003tokens.2896901_4	urn:cite:fuSyntax:0085003tokens.2896901_6
urn:cite:fuSyntax:0085003tokens.2896901_5	urn:cite:fuSyntax:0085003tokens.2896901_0
urn:cite:fuSyntax:0085003tokens.2896901_6	urn:cite:fuSyntax:0085003tokens.2896901_0
urn:cite:fuSyntax:0085003tokens.2896901_7	urn:cite:fuSyntax:0085003tokens.2896901_8
urn:cite:fuSyntax:0085003tokens.2896901_8	urn:cite:fuSyntax:0085003tokens.2896901_6
urn:cite:fuSyntax:0085003tokens.2896901_9	urn:cite:fuSyntax:0085003tokens.2896901_0
urn:cite:fuSyntax:0085003tokens.2896902_1	urn:cite:fuSyntax:0085003tokens.2896902_0
urn:cite:fuSyntax:0085003tokens.2896902_2	urn:cite:fuSyntax:0085003tokens.2896902_0
urn:cite:fuSyntax:0085003tokens.2896902_3	urn:cite:fuSyntax:0085003tokens.2896902_1
urn:cite:fuSyntax:0085003tokens.2896902_4	urn:cite:fuSyntax:0085003tokens.2896902_5
urn:cite:fuSyntax:0085003tokens.2896902_5	urn:cite:fuSyntax:0085003tokens.2896902_0
urn:cite:fuSyntax:0085003tokens.2896902_6	urn:cite:fuSyntax:0085003tokens.2896902_0
urn:cite:fuSyntax:0085003tokens.2896903_1	urn:cite:fuSyntax:0085003tokens.2896903_7
urn:cite:fuSyntax:0085003tokens.2896903_2	urn:cite:fuSyntax:0085003tokens.2896903_7
urn:cite:fuSyntax:0085003tokens.2896903_3	urn:cite:fuSyntax:0085003tokens.2896903_5
urn:cite:fuSyntax:0085003tokens.2896903_4	urn:cite:fuSyntax:0085003tokens.2896903_5
urn:cite:fuSyntax:0085003tokens.2896903_5	urn:cite:fuSyntax:0085003tokens.2896903_7
urn:cite:fuSyntax:0085003tokens.2896903_6	urn:cite:fuSyntax:0085003tokens.2896903_7
urn:cite:fuSyntax:0085003tokens.2896903_7	urn:cite:fuSyntax:0085003tokens.2896903_0
urn:cite:fuSyntax:0085003tokens.2896903_8	urn:cite:fuSyntax:0085003tokens.2896903_7
urn:cite:fuSyntax:0085003tokens.2896903_9	urn:cite:fuSyntax:0085003tokens.2896903_0
urn:cite:fuSyntax:0085003tokens.2896904_1	urn:cite:fuSyntax:0085003tokens.2896904_4
urn:cite:fuSyntax:0085003tokens.2896904_2	urn:cite:fuSyntax:0085003tokens.2896904_3
urn:cite:fuSyntax:0085003tokens.2896904_3	urn:cite:fuSyntax:0085003tokens.2896904_4
urn:cite:fuSyntax:0085003tokens.2896904_4	urn:cite:fuSyntax:0085003tokens.2896904_0
urn:cite:fuSyntax:0085003tokens.2896904_5	urn:cite:fuSyntax:0085003tokens.2896904_0
urn:cite:fuSyntax:0085003tokens.2896905_1	urn:cite:fuSyntax:0085003tokens.2896905_3
urn:cite:fuSyntax:0085003tokens.2896905_2	urn:cite:fuSyntax:0085003tokens.2896905_3
urn:cite:fuSyntax:0085003tokens.2896905_3	urn:cite:fuSyntax:0085003tokens.2896905_0
urn:cite:fuSyntax:0085003tokens.2896905_4	urn:cite:fuSyntax:0085003tokens.2896905_0
urn:cite:fuSyntax:0085003tokens.2896906_1	urn:cite:fuSyntax:0085003tokens.2896906_10
urn:cite:fuSyntax:0085003tokens.2896906_2	urn:cite:fuSyntax:0085003tokens.2896906_0
urn:cite:fuSyntax:0085003tokens.2896906_3	urn:cite:fuSyntax:0085003tokens.2896906_0
urn:cite:fuSyntax:0085003tokens.2896906_4	urn:cite:fuSyntax:0085003tokens.2896906_5
urn:cite:fuSyntax:0085003tokens.2896906_5	urn:cite:fuSyntax:0085003tokens.2896906_3
urn:cite:fuSyntax:0085003tokens.2896906_6	urn:cite:fuSyntax:0085003tokens.2896906_1
urn:cite:fuSyntax:0085003tokens.2896906_7	urn:cite:fuSyntax:0085003tokens.2896906_8
urn:cite:fuSyntax:0085003tokens.2896906_8	urn:cite:fuSyntax:0085003tokens.2896906_1
urn:cite:fuSyntax:0085003tokens.2896906_9	urn:cite:fuSyntax:0085003tokens.2896906_10
urn:cite:fuSyntax:0085003tokens.2896906_10	urn:cite:fuSyntax:0085003tokens.2896906_0
urn:cite:fuSyntax:0085003tokens.2896906_11	urn:cite:fuSyntax:0085003tokens.2896906_0
urn:cite:fuSyntax:0085003tokens.2896906_12	urn:cite:fuSyntax:0085003tokens.2896906_0
urn:cite:fuSyntax:0085003tokens.2896907_1	urn:cite:fuSyntax:0085003tokens.2896907_5
urn:cite:fuSyntax:0085003tokens.2896907_2	urn:cite:fuSyntax:0085003tokens.2896907_4
urn:cite:fuSyntax:0085003tokens.2896907_3	urn:cite:fuSyntax:0085003tokens.2896907_6
urn:cite:fuSyntax:0085003tokens.2896907_4	urn:cite:fuSyntax:0085003tokens.2896907_5
urn:cite:fuSyntax:0085003tokens.2896907_5	urn:cite:fuSyntax:0085003tokens.2896907_0
urn:cite:fuSyntax:0085003tokens.2896907_6	urn:cite:fuSyntax:0085003tokens.2896907_5
urn:cite:fuSyntax:0085003tokens.2896907_7	urn:cite:fuSyntax:0085003tokens.2896907_0
urn:cite:fuSyntax:0085003tokens.2896908_1	urn:cite:fuSyntax:0085003tokens.2896908_0
urn:cite:fuSyntax:0085003tokens.2896908_2	urn:cite:fuSyntax:0085003tokens.2896908_0
urn:cite:fuSyntax:0085003tokens.2896908_3	urn:cite:fuSyntax:0085003tokens.2896908_0
urn:cite:fuSyntax:0085003tokens.2896908_4	urn:cite:fuSyntax:0085003tokens.2896908_5
urn:cite:fuSyntax:0085003tokens.2896908_5	urn:cite:fuSyntax:0085003tokens.2896908_3
urn:cite:fuSyntax:0085003tokens.2896908_6	urn:cite:fuSyntax:0085003tokens.2896908_0
urn:cite:fuSyntax:0085003tokens.2896909_1	urn:cite:fuSyntax:0085003tokens.2896909_4
urn:cite:fuSyntax:0085003tokens.2896909_2	urn:cite:fuSyntax:0085003tokens.2896909_4
urn:cite:fuSyntax:0085003tokens.2896909_3	urn:cite:fuSyntax:0085003tokens.2896909_4
urn:cite:fuSyntax:0085003tokens.2896909_4	urn:cite:fuSyntax:0085003tokens.2896909_0
urn:cite:fuSyntax:0085003tokens.2896909_5	urn:cite:fuSyntax:0085003tokens.2896909_4
urn:cite:fuSyntax:0085003tokens.2896909_6	urn:cite:fuSyntax:0085003tokens.2896909_5
urn:cite:fuSyntax:0085003tokens.2896909_7	urn:cite:fuSyntax:0085003tokens.2896909_0
urn:cite:fuSyntax:0085003tokens.2896910_1	urn:cite:fuSyntax:0085003tokens.2896910_3
urn:cite:fuSyntax:0085003tokens.2896910_2	urn:cite:fuSyntax:0085003tokens.2896910_1
urn:cite:fuSyntax:0085003tokens.2896910_3	urn:cite:fuSyntax:0085003tokens.2896910_0
urn:cite:fuSyntax:0085003tokens.2896910_4	urn:cite:fuSyntax:0085003tokens.2896910_5
urn:cite:fuSyntax:0085003tokens.2896910_5	urn:cite:fuSyntax:0085003tokens.2896910_3
urn:cite:fuSyntax:0085003tokens.2896910_6	urn:cite:fuSyntax:0085003tokens.2896910_0
urn:cite:fuSyntax:0085003tokens.2896911_1	urn:cite:fuSyntax:0085003tokens.2896911_2
urn:cite:fuSyntax:0085003tokens.2896911_2	urn:cite:fuSyntax:0085003tokens.2896911_0
urn:cite:fuSyntax:0085003tokens.2896911_3	urn:cite:fuSyntax:0085003tokens.2896911_5
urn:cite:fuSyntax:0085003tokens.2896911_4	urn:cite:fuSyntax:0085003tokens.2896911_5
urn:cite:fuSyntax:0085003tokens.2896911_5	urn:cite:fuSyntax:0085003tokens.2896911_2
urn:cite:fuSyntax:0085003tokens.2896911_6	urn:cite:fuSyntax:0085003tokens.2896911_7
urn:cite:fuSyntax:0085003tokens.2896911_7	urn:cite:fuSyntax:0085003tokens.2896911_2
urn:cite:fuSyntax:0085003tokens.2896911_8	urn:cite:fuSyntax:0085003tokens.2896911_11
urn:cite:fuSyntax:0085003tokens.2896911_9	urn:cite:fuSyntax:0085003tokens.2896911_11
urn:cite:fuSyntax:0085003tokens.2896911_10	urn:cite:fuSyntax:0085003tokens.2896911_9
urn:cite:fuSyntax:0085003tokens.2896911_11	urn:cite:fuSyntax:0085003tokens.2896911_7
urn:cite:fuSyntax:0085003tokens.2896911_12	urn:cite:fuSyntax:0085003tokens.2896911_11
urn:cite:fuSyntax:0085003tokens.2896911_13	urn:cite:fuSyntax:0085003tokens.2896911_0
urn:cite:fuSyntax:0085003tokens.2896912_1	urn:cite:fuSyntax:0085003tokens.2896912_6
urn:cite:fuSyntax:0085003tokens.2896912_2	urn:cite:fuSyntax:0085003tokens.2896912_1
urn:cite:fuSyntax:0085003tokens.2896912_3	urn:cite:fuSyntax:0085003tokens.2896912_4
urn:cite:fuSyntax:0085003tokens.2896912_4	urn:cite:fuSyntax:0085003tokens.2896912_5
urn:cite:fuSyntax:0085003tokens.2896912_5	urn:cite:fuSyntax:0085003tokens.2896912_6
urn:cite:fuSyntax:0085003tokens.2896912_6	urn:cite:fuSyntax:0085003tokens.2896912_0
urn:cite:fuSyntax:0085003tokens.2896912_7	urn:cite:fuSyntax:0085003tokens.2896912_0
urn:cite:fuSyntax:0085003tokens.2896913_1	urn:cite:fuSyntax:0085003tokens.2896913_9
urn:cite:fuSyntax:0085003tokens.2896913_2	urn:cite:fuSyntax:0085003tokens.2896913_1
urn:cite:fuSyntax:0085003tokens.2896913_3	urn:cite:fuSyntax:0085003tokens.2896913_1
urn:cite:fuSyntax:0085003tokens.2896913_4	urn:cite:fuSyntax:0085003tokens.2896913_3
urn:cite:fuSyntax:0085003tokens.2896913_5	urn:cite:fuSyntax:0085003tokens.2896913_6
urn:cite:fuSyntax:0085003tokens.2896913_6	urn:cite:fuSyntax:0085003tokens.2896913_8
urn:cite:fuSyntax:0085003tokens.2896913_7	urn:cite:fuSyntax:0085003tokens.2896913_8
urn:cite:fuSyntax:0085003tokens.2896913_8	urn:cite:fuSyntax:0085003tokens.2896913_9
urn:cite:fuSyntax:0085003tokens.2896913_9	urn:cite:fuSyntax:0085003tokens.2896913_0
urn:cite:fuSyntax:0085003tokens.2896913_10	urn:cite:fuSyntax:0085003tokens.2896913_9
urn:cite:fuSyntax:0085003tokens.2896913_11	urn:cite:fuSyntax:0085003tokens.2896913_10
urn:cite:fuSyntax:0085003tokens.2896913_12	urn:cite:fuSyntax:0085003tokens.2896913_11
urn:cite:fuSyntax:0085003tokens.2896913_13	urn:cite:fuSyntax:0085003tokens.2896913_0
urn:cite:fuSyntax:0085003tokens.2896914_1	urn:cite:fuSyntax:0085003tokens.2896914_3
urn:cite:fuSyntax:0085003tokens.2896914_2	urn:cite:fuSyntax:0085003tokens.2896914_1
urn:cite:fuSyntax:0085003tokens.2896914_3	urn:cite:fuSyntax:0085003tokens.2896914_0
urn:cite:fuSyntax:0085003tokens.2896914_4	urn:cite:fuSyntax:0085003tokens.2896914_3
urn:cite:fuSyntax:0085003tokens.2896914_5	urn:cite:fuSyntax:0085003tokens.2896914_4
urn:cite:fuSyntax:0085003tokens.2896914_6	urn:cite:fuSyntax:0085003tokens.2896914_5
urn:cite:fuSyntax:0085003tokens.2896914_7	urn:cite:fuSyntax:0085003tokens.2896914_0
urn:cite:fuSyntax:0085003tokens.2896915_1	urn:cite:fuSyntax:0085003tokens.2896915_5
urn:cite:fuSyntax:0085003tokens.2896915_2	urn:cite:fuSyntax:0085003tokens.2896915_1
urn:cite:fuSyntax:0085003tokens.2896915_3	urn:cite:fuSyntax:0085003tokens.2896915_5
urn:cite:fuSyntax:0085003tokens.2896915_4	urn:cite:fuSyntax:0085003tokens.2896915_5
urn:cite:fuSyntax:0085003tokens.2896915_5	urn:cite:fuSyntax:0085003tokens.2896915_0
urn:cite:fuSyntax:0085003tokens.2896915_6	urn:cite:fuSyntax:0085003tokens.2896915_7
urn:cite:fuSyntax:0085003tokens.2896915_7	urn:cite:fuSyntax:0085003tokens.2896915_5
urn:cite:fuSyntax:0085003tokens.2896915_8	urn:cite:fuSyntax:0085003tokens.2896915_0
urn:cite:fuSyntax:0085003tokens.2896916_1	urn:cite:fuSyntax:0085003tokens.2896916_0
urn:cite:fuSyntax:0085003tokens.2896916_2	urn:cite:fuSyntax:0085003tokens.2896916_0
urn:cite:fuSyntax:0085003tokens.2896916_3	urn:cite:fuSyntax:0085003tokens.2896916_1
urn:cite:fuSyntax:0085003tokens.2896916_4	urn:cite:fuSyntax:0085003tokens.2896916_6
urn:cite:fuSyntax:0085003tokens.2896916_5	urn:cite:fuSyntax:0085003tokens.2896916_4
urn:cite:fuSyntax:0085003tokens.2896916_6	urn:cite:fuSyntax:0085003tokens.2896916_3
urn:cite:fuSyntax:0085003tokens.2896916_7	urn:cite:fuSyntax:0085003tokens.2896916_0
urn:cite:fuSyntax:0085003tokens.2896917_1	urn:cite:fuSyntax:0085003tokens.2896917_0
urn:cite:fuSyntax:0085003tokens.2896917_2	urn:cite:fuSyntax:0085003tokens.2896917_4
urn:cite:fuSyntax:0085003tokens.2896917_3	urn:cite:fuSyntax:0085003tokens.2896917_2
urn:cite:fuSyntax:0085003tokens.2896917_4	urn:cite:fuSyntax:0085003tokens.2896917_1
urn:cite:fuSyntax:0085003tokens.2896917_5	urn:cite:fuSyntax:0085003tokens.2896917_1
urn:cite:fuSyntax:0085003tokens.2896917_6	urn:cite:fuSyntax:0085003tokens.2896917_0
urn:cite:fuSyntax:0085003tokens.2896918_1	urn:cite:fuSyntax:0085003tokens.2896918_2
urn:cite:fuSyntax:0085003tokens.2896918_2	urn:cite:fuSyntax:0085003tokens.2896918_4
urn:cite:fuSyntax:0085003tokens.2896918_3	urn:cite:fuSyntax:0085003tokens.2896918_4
urn:cite:fuSyntax:0085003tokens.2896918_4	urn:cite:fuSyntax:0085003tokens.2896918_0
urn:cite:fuSyntax:0085003tokens.2896918_5	urn:cite:fuSyntax:0085003tokens.2896918_4
urn:cite:fuSyntax:0085003tokens.2896918_6	urn:cite:fuSyntax:0085003tokens.2896918_7
urn:cite:fuSyntax:0085003tokens.2896918_7	urn:cite:fuSyntax:0085003tokens.2896918_4
urn:cite:fuSyntax:0085003tokens.2896918_8	urn:cite:fuSyntax:0085003tokens.2896918_7
urn:cite:fuSyntax:0085003tokens.2896918_9	urn:cite:fuSyntax:0085003tokens.2896918_10
urn:cite:fuSyntax:0085003tokens.2896918_10	urn:cite:fuSyntax:0085003tokens.2896918_8
urn:cite:fuSyntax:0085003tokens.2896918_11	urn:cite:fuSyntax:0085003tokens.2896918_12
urn:cite:fuSyntax:0085003tokens.2896918_12	urn:cite:fuSyntax:0085003tokens.2896918_8
urn:cite:fuSyntax:0085003tokens.2896918_13	urn:cite:fuSyntax:0085003tokens.2896918_0
urn:cite:fuSyntax:0085003tokens.2896919_1	urn:cite:fuSyntax:0085003tokens.2896919_4
urn:cite:fuSyntax:0085003tokens.2896919_2	urn:cite:fuSyntax:0085003tokens.2896919_1
urn:cite:fuSyntax:0085003tokens.2896919_3	urn:cite:fuSyntax:0085003tokens.2896919_6
urn:cite:fuSyntax:0085003tokens.2896919_4	urn:cite:fuSyntax:0085003tokens.2896919_6
urn:cite:fuSyntax:0085003tokens.2896919_5	urn:cite:fuSyntax:0085003tokens.2896919_6
urn:cite:fuSyntax:0085003tokens.2896919_6	urn:cite:fuSyntax:0085003tokens.2896919_0
urn:cite:fuSyntax:0085003tokens.2896919_7	urn:cite:fuSyntax:0085003tokens.2896919_6
urn:cite:fuSyntax:0085003tokens.2896919_8	urn:cite:fuSyntax:0085003tokens.2896919_0
urn:cite:fuSyntax:0085003tokens.2896920_1	urn:cite:fuSyntax:0085003tokens.2896920_3
urn:cite:fuSyntax:0085003tokens.2896920_2	urn:cite:fuSyntax:0085003tokens.2896920_8
urn:cite:fuSyntax:0085003tokens.2896920_3	urn:cite:fuSyntax:0085003tokens.2896920_5
urn:cite:fuSyntax:0085003tokens.2896920_4	urn:cite:fuSyntax:0085003tokens.2896920_5
urn:cite:fuSyntax:0085003tokens.2896920_5	urn:cite:fuSyntax:0085003tokens.2896920_8
urn:cite:fuSyntax:0085003tokens.2896920_6	urn:cite:fuSyntax:0085003tokens.2896920_7
urn:cite:fuSyntax:0085003tokens.2896920_7	urn:cite:fuSyntax:0085003tokens.2896920_8
urn:cite:fuSyntax:0085003tokens.2896920_8	urn:cite:fuSyntax:0085003tokens.2896920_0
urn:cite:fuSyntax:0085003tokens.2896920_9	urn:cite:fuSyntax:0085003tokens.2896920_8
urn:cite:fuSyntax:0085003tokens.2896920_10	urn:cite:fuSyntax:0085003tokens.2896920_0
urn:cite:fuSyntax:0085003tokens.2896921_1	urn:cite:fuSyntax:0085003tokens.2896921_0
urn:cite:fuSyntax:0085003tokens.2896921_2	urn:cite:fuSyntax:0085003tokens.2896921_3
urn:cite:fuSyntax:0085003tokens.2896921_3	urn:cite:fuSyntax:0085003tokens.2896921_6
urn:cite:fuSyntax:0085003tokens.2896921_4	urn:cite:fuSyntax:0085003tokens.2896921_3
urn:cite:fuSyntax:0085003tokens.2896921_5	urn:cite:fuSyntax:0085003tokens.2896921_7
urn:cite:fuSyntax:0085003tokens.2896921_6	urn:cite:fuSyntax:0085003tokens.2896921_0
urn:cite:fuSyntax:0085003tokens.2896921_7	urn:cite:fuSyntax:0085003tokens.2896921_6
urn:cite:fuSyntax:0085003tokens.2896921_8	urn:cite:fuSyntax:0085003tokens.2896921_0
urn:cite:fuSyntax:0085003tokens.2896922_1	urn:cite:fuSyntax:0085003tokens.2896922_7
urn:cite:fuSyntax:0085003tokens.2896922_2	urn:cite:fuSyntax:0085003tokens.2896922_7
urn:cite:fuSyntax:0085003tokens.2896922_3	urn:cite:fuSyntax:0085003tokens.2896922_4
urn:cite:fuSyntax:0085003tokens.2896922_4	urn:cite:fuSyntax:0085003tokens.2896922_7
urn:cite:fuSyntax:0085003tokens.2896922_5	urn:cite:fuSyntax:0085003tokens.2896922_8
urn:cite:fuSyntax:0085003tokens.2896922_6	urn:cite:fuSyntax:0085003tokens.2896922_8
urn:cite:fuSyntax:0085003tokens.2896922_7	urn:cite:fuSyntax:0085003tokens.2896922_0
urn:cite:fuSyntax:0085003tokens.2896922_8	urn:cite:fuSyntax:0085003tokens.2896922_9
urn:cite:fuSyntax:0085003tokens.2896922_9	urn:cite:fuSyntax:0085003tokens.2896922_10
urn:cite:fuSyntax:0085003tokens.2896922_10	urn:cite:fuSyntax:0085003tokens.2896922_7
urn:cite:fuSyntax:0085003tokens.2896922_11	urn:cite:fuSyntax:0085003tokens.2896922_0
urn:cite:fuSyntax:0085003tokens.2896923_1	urn:cite:fuSyntax:0085003tokens.2896923_0
urn:cite:fuSyntax:0085003tokens.2896923_2	urn:cite:fuSyntax:0085003tokens.2896923_4
urn:cite:fuSyntax:0085003tokens.2896923_3	urn:cite:fuSyntax:0085003tokens.2896923_4
urn:cite:fuSyntax:0085003tokens.2896923_4	urn:cite:fuSyntax:0085003tokens.2896923_1
urn:cite:fuSyntax:0085003tokens.2896923_5	urn:cite:fuSyntax:0085003tokens.2896923_2
urn:cite:fuSyntax:0085003tokens.2896923_6	urn:cite:fuSyntax:0085003tokens.2896923_0
urn:cite:fuSyntax:0085003tokens.2896924_1	urn:cite:fuSyntax:0085003tokens.2896924_0
urn:cite:fuSyntax:0085003tokens.2896924_2	urn:cite:fuSyntax:0085003tokens.2896924_1
urn:cite:fuSyntax:0085003tokens.2896924_3	urn:cite:fuSyntax:0085003tokens.2896924_2
urn:cite:fuSyntax:0085003tokens.2896924_4	urn:cite:fuSyntax:0085003tokens.2896924_3
urn:cite:fuSyntax:0085003tokens.2896924_5	urn:cite:fuSyntax:0085003tokens.2896924_0
urn:cite:fuSyntax:0085003tokens.2896925_1	urn:cite:fuSyntax:0085003tokens.2896925_0
urn:cite:fuSyntax:0085003tokens.2896925_2	urn:cite:fuSyntax:0085003tokens.2896925_3
urn:cite:fuSyntax:0085003tokens.2896925_3	urn:cite:fuSyntax:0085003tokens.2896925_1
urn:cite:fuSyntax:0085003tokens.2896925_4	urn:cite:fuSyntax:0085003tokens.2896925_5
urn:cite:fuSyntax:0085003tokens.2896925_5	urn:cite:fuSyntax:0085003tokens.2896925_2
urn:cite:fuSyntax:0085003tokens.2896925_6	urn:cite:fuSyntax:0085003tokens.2896925_0
urn:cite:fuSyntax:0085003tokens.2896926_1	urn:cite:fuSyntax:0085003tokens.2896926_5
urn:cite:fuSyntax:0085003tokens.2896926_2	urn:cite:fuSyntax:0085003tokens.2896926_5
urn:cite:fuSyntax:0085003tokens.2896926_3	urn:cite:fuSyntax:0085003tokens.2896926_2
urn:cite:fuSyntax:0085003tokens.2896926_4	urn:cite:fuSyntax:0085003tokens.2896926_5
urn:cite:fuSyntax:0085003tokens.2896926_5	urn:cite:fuSyntax:0085003tokens.2896926_0
urn:cite:fuSyntax:0085003tokens.2896926_6	urn:cite:fuSyntax:0085003tokens.2896926_0
urn:cite:fuSyntax:0085003tokens.2896927_1	urn:cite:fuSyntax:0085003tokens.2896927_0
urn:cite:fuSyntax:0085003tokens.2896927_2	urn:cite:fuSyntax:0085003tokens.2896927_1
urn:cite:fuSyntax:0085003tokens.2896927_3	urn:cite:fuSyntax:0085003tokens.2896927_0
urn:cite:fuSyntax:0085003tokens.2896927_4	urn:cite:fuSyntax:0085003tokens.2896927_0
urn:cite:fuSyntax:0085003tokens.2896927_5	urn:cite:fuSyntax:0085003tokens.2896927_6
urn:cite:fuSyntax:0085003tokens.2896927_6	urn:cite:fuSyntax:0085003tokens.2896927_4
urn:cite:fuSyntax:0085003tokens.2896927_7	urn:cite:fuSyntax:0085003tokens.2896927_6
urn:cite:fuSyntax:0085003tokens.2896927_8	urn:cite:fuSyntax:0085003tokens.2896927_0
urn:cite:fuSyntax:0085003tokens.2896928_1	urn:cite:fuSyntax:0085003tokens.2896928_3
urn:cite:fuSyntax:0085003tokens.2896928_2	urn:cite:fuSyntax:0085003tokens.2896928_1
urn:cite:fuSyntax:0085003tokens.2896928_3	urn:cite:fuSyntax:0085003tokens.2896928_0
urn:cite:fuSyntax:0085003tokens.2896928_4	urn:cite:fuSyntax:0085003tokens.2896928_0
urn:cite:fuSyntax:0085003tokens.2896928_5	urn:cite:fuSyntax:0085003tokens.2896928_4
urn:cite:fuSyntax:0085003tokens.2896928_6	urn:cite:fuSyntax:0085003tokens.2896928_4
urn:cite:fuSyntax:0085003tokens.2896928_7	urn:cite:fuSyntax:0085003tokens.2896928_0
urn:cite:fuSyntax:0085003tokens.2896929_1	urn:cite:fuSyntax:0085003tokens.2896929_5
urn:cite:fuSyntax:0085003tokens.2896929_2	urn:cite:fuSyntax:0085003tokens.2896929_1
urn:cite:fuSyntax:0085003tokens.2896929_3	urn:cite:fuSyntax:0085003tokens.2896929_5
urn:cite:fuSyntax:0085003tokens.2896929_4	urn:cite:fuSyntax:0085003tokens.2896929_6
urn:cite:fuSyntax:0085003tokens.2896929_5	urn:cite:fuSyntax:0085003tokens.2896929_0
urn:cite:fuSyntax:0085003tokens.2896929_6	urn:cite:fuSyntax:0085003tokens.2896929_5
urn:cite:fuSyntax:0085003tokens.2896929_7	urn:cite:fuSyntax:0085003tokens.2896929_6
urn:cite:fuSyntax:0085003tokens.2896929_8	urn:cite:fuSyntax:0085003tokens.2896929_0
urn:cite:fuSyntax:0085003tokens.2896930_1	urn:cite:fuSyntax:0085003tokens.2896930_3
urn:cite:fuSyntax:0085003tokens.2896930_2	urn:cite:fuSyntax:0085003tokens.2896930_1
urn:cite:fuSyntax:0085003tokens.2896930_3	urn:cite:fuSyntax:0085003tokens.2896930_0
urn:cite:fuSyntax:0085003tokens.2896930_4	urn:cite:fuSyntax:0085003tokens.2896930_3
urn:cite:fuSyntax:0085003tokens.2896930_5	urn:cite:fuSyntax:0085003tokens.2896930_6
urn:cite:fuSyntax:0085003tokens.2896930_6	urn:cite:fuSyntax:0085003tokens.2896930_7
urn:cite:fuSyntax:0085003tokens.2896930_7	urn:cite:fuSyntax:0085003tokens.2896930_3
urn:cite:fuSyntax:0085003tokens.2896930_8	urn:cite:fuSyntax:0085003tokens.2896930_0
urn:cite:fuSyntax:0085003tokens.2896931_1	urn:cite:fuSyntax:0085003tokens.2896931_3
urn:cite:fuSyntax:0085003tokens.2896931_2	urn:cite:fuSyntax:0085003tokens.2896931_3
urn:cite:fuSyntax:0085003tokens.2896931_3	urn:cite:fuSyntax:0085003tokens.2896931_0
urn:cite:fuSyntax:0085003tokens.2896931_4	urn:cite:fuSyntax:0085003tokens.2896931_5
urn:cite:fuSyntax:0085003tokens.2896931_5	urn:cite:fuSyntax:0085003tokens.2896931_3
urn:cite:fuSyntax:0085003tokens.2896931_6	urn:cite:fuSyntax:0085003tokens.2896931_0
urn:cite:fuSyntax:0085003tokens.2896932_1	urn:cite:fuSyntax:0085003tokens.2896932_0
urn:cite:fuSyntax:0085003tokens.2896932_2	urn:cite:fuSyntax:0085003tokens.2896932_1
urn:cite:fuSyntax:0085003tokens.2896932_3	urn:cite:fuSyntax:0085003tokens.2896932_1
urn:cite:fuSyntax:0085003tokens.2896932_4	urn:cite:fuSyntax:0085003tokens.2896932_5
urn:cite:fuSyntax:0085003tokens.2896932_5	urn:cite:fuSyntax:0085003tokens.2896932_2
urn:cite:fuSyntax:0085003tokens.2896932_6	urn:cite:fuSyntax:0085003tokens.2896932_1
urn:cite:fuSyntax:0085003tokens.2896932_7	urn:cite:fuSyntax:0085003tokens.2896932_0
urn:cite:fuSyntax:0085003tokens.2896933_1	urn:cite:fuSyntax:0085003tokens.2896933_5
