SEQ	TOKENURN	POS	HEAD	LEMMA
207	urn:cite:fuSyntax:0085003tokens.2896891_6	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2896891_5	πέτρα1
208	urn:cite:fuSyntax:0085003tokens.2896891_7	d--------	urn:cite:fuSyntax:0085003tokens.2896891_5	ὀρθοστάδην1
209	urn:cite:fuSyntax:0085003tokens.2896891_8	u--------	urn:cite:fuSyntax:0085003tokens.2896891_10	ξομμα1
210	urn:cite:fuSyntax:0085003tokens.2896891_9	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896891_10	ἄυπνοσ
211	urn:cite:fuSyntax:0085003tokens.2896891_10	u--------	urn:cite:fuSyntax:0085003tokens.2896891_5	ξομμα1
212	urn:cite:fuSyntax:0085003tokens.2896891_11	d--------	urn:cite:fuSyntax:0085003tokens.2896891_12	οὐ1
213	urn:cite:fuSyntax:0085003tokens.2896891_12	t-sppamn-	urn:cite:fuSyntax:0085003tokens.2896891_10	κάμπτω1
214	urn:cite:fuSyntax:0085003tokens.2896891_13	n-s---na-	urn:cite:fuSyntax:0085003tokens.2896891_12	γόνυ1
215	urn:cite:fuSyntax:0085003tokens.2896891_14	u--------	urn:cite:fuSyntax:0085003tokens.2896891_0	πυνξ1
216	urn:cite:fuSyntax:0085003tokens.2896892_1	a-p---ma-	urn:cite:fuSyntax:0085003tokens.2896892_4	πολύσ
217	urn:cite:fuSyntax:0085003tokens.2896892_2	g--------	urn:cite:fuSyntax:0085003tokens.2896892_0	δέ1
218	urn:cite:fuSyntax:0085003tokens.2896892_3	n-p---ma-	urn:cite:fuSyntax:0085003tokens.2896892_4	ὀδυρμόσ
219	urn:cite:fuSyntax:0085003tokens.2896892_4	c--------	urn:cite:fuSyntax:0085003tokens.2896892_7	καί1
220	urn:cite:fuSyntax:0085003tokens.2896892_5	n-p---ma-	urn:cite:fuSyntax:0085003tokens.2896892_4	γόοσ
221	urn:cite:fuSyntax:0085003tokens.2896892_6	a-p---ma-	urn:cite:fuSyntax:0085003tokens.2896892_4	ἀνωφελής
222	urn:cite:fuSyntax:0085003tokens.2896892_7	v2sfim---	urn:cite:fuSyntax:0085003tokens.2896892_2	φθέγγομαι1
223	urn:cite:fuSyntax:0085003tokens.2896892_8	u--------	urn:cite:fuSyntax:0085003tokens.2896892_0	πυνξ1
224	urn:cite:fuSyntax:0085003tokens.2896893_1	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2896893_4	Ζεύσ
225	urn:cite:fuSyntax:0085003tokens.2896893_2	g--------	urn:cite:fuSyntax:0085003tokens.2896893_0	γάρ1
226	urn:cite:fuSyntax:0085003tokens.2896893_3	a-p---fn-	urn:cite:fuSyntax:0085003tokens.2896893_0	δυσπαραίτητοσ
227	urn:cite:fuSyntax:0085003tokens.2896893_4	n-p---fn-	urn:cite:fuSyntax:0085003tokens.2896893_0	φρήν1
228	urn:cite:fuSyntax:0085003tokens.2896893_5	u--------	urn:cite:fuSyntax:0085003tokens.2896893_0	περιοδ1
229	urn:cite:fuSyntax:0085003tokens.2896894_1	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896894_0	ἅπασ
230	urn:cite:fuSyntax:0085003tokens.2896894_2	g--------	urn:cite:fuSyntax:0085003tokens.2896894_0	δέ1
231	urn:cite:fuSyntax:0085003tokens.2896894_3	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896894_0	τραχύσ
232	urn:cite:fuSyntax:0085003tokens.2896894_4	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896894_7	ὅστισ
233	urn:cite:fuSyntax:0085003tokens.2896894_5	g--------	urn:cite:fuSyntax:0085003tokens.2896894_7	ἄν1
234	urn:cite:fuSyntax:0085003tokens.2896894_6	a-s---na-	urn:cite:fuSyntax:0085003tokens.2896894_7	νέοσ
235	urn:cite:fuSyntax:0085003tokens.2896894_7	v3spsa---	urn:cite:fuSyntax:0085003tokens.2896894_1	κρατέω1
236	urn:cite:fuSyntax:0085003tokens.2896894_8	u--------	urn:cite:fuSyntax:0085003tokens.2896894_0	περιοδ1
237	urn:cite:fuSyntax:0085003tokens.2896895_1	g--------	urn:cite:fuSyntax:0085003tokens.2896895_5	εἶεν1
238	urn:cite:fuSyntax:0085003tokens.2896895_2	u--------	urn:cite:fuSyntax:0085003tokens.2896895_1	ξομμα1
239	urn:cite:fuSyntax:0085003tokens.2896895_3	p-s---na-	urn:cite:fuSyntax:0085003tokens.2896895_5	τίς
240	urn:cite:fuSyntax:0085003tokens.2896895_4	v2spia---	urn:cite:fuSyntax:0085003tokens.2896895_5	μέλλω1
241	urn:cite:fuSyntax:0085003tokens.2896895_5	c--------	urn:cite:fuSyntax:0085003tokens.2896895_0	καί1
242	urn:cite:fuSyntax:0085003tokens.2896895_6	v2spie---	urn:cite:fuSyntax:0085003tokens.2896895_5	κατοικτίζω1
243	urn:cite:fuSyntax:0085003tokens.2896895_7	d--------	urn:cite:fuSyntax:0085003tokens.2896895_5	μάτην1
244	urn:cite:fuSyntax:0085003tokens.2896895_8	u--------	urn:cite:fuSyntax:0085003tokens.2896895_0	πυνξ1
245	urn:cite:fuSyntax:0085003tokens.2896896_1	p-s---na-	urn:cite:fuSyntax:0085003tokens.2896896_6	τίσ
246	urn:cite:fuSyntax:0085003tokens.2896896_2	l-s---ma-	urn:cite:fuSyntax:0085003tokens.2896896_7	ὁ1
247	urn:cite:fuSyntax:0085003tokens.2896896_3	n-p---md-	urn:cite:fuSyntax:0085003tokens.2896896_4	θεόσ
248	urn:cite:fuSyntax:0085003tokens.2896896_4	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2896896_7	ἔχθιστοσ
249	urn:cite:fuSyntax:0085003tokens.2896896_5	d--------	urn:cite:fuSyntax:0085003tokens.2896896_6	οὐ1
250	urn:cite:fuSyntax:0085003tokens.2896896_6	v2spia---	urn:cite:fuSyntax:0085003tokens.2896896_0	στυγέω1
251	urn:cite:fuSyntax:0085003tokens.2896896_7	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2896896_6	θεόσ
252	urn:cite:fuSyntax:0085003tokens.2896896_8	u--------	urn:cite:fuSyntax:0085003tokens.2896896_13	ξομμα1
253	urn:cite:fuSyntax:0085003tokens.2896896_9	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896896_13	ὅστισ
254	urn:cite:fuSyntax:0085003tokens.2896896_10	l-s---na-	urn:cite:fuSyntax:0085003tokens.2896896_14	ὁ1
255	urn:cite:fuSyntax:0085003tokens.2896896_11	a-s---na-	urn:cite:fuSyntax:0085003tokens.2896896_14	σόσ
256	urn:cite:fuSyntax:0085003tokens.2896896_12	a-p---md-	urn:cite:fuSyntax:0085003tokens.2896896_13	θνητόσ
257	urn:cite:fuSyntax:0085003tokens.2896896_13	v3saia---	urn:cite:fuSyntax:0085003tokens.2896896_7	προδίδωμι1
258	urn:cite:fuSyntax:0085003tokens.2896896_14	n-s---na-	urn:cite:fuSyntax:0085003tokens.2896896_13	γέρασ
259	urn:cite:fuSyntax:0085003tokens.2896896_15	u--------	urn:cite:fuSyntax:0085003tokens.2896896_0	πυνξ1
260	urn:cite:fuSyntax:0085003tokens.2896897_1	l-s---nn-	urn:cite:fuSyntax:0085003tokens.2896897_2	ὁ1
261	urn:cite:fuSyntax:0085003tokens.2896897_2	a-s---nn-	urn:cite:fuSyntax:0085003tokens.2896897_6	συγγενήσ
262	urn:cite:fuSyntax:0085003tokens.2896897_3	g--------	urn:cite:fuSyntax:0085003tokens.2896897_0	τοι1
263	urn:cite:fuSyntax:0085003tokens.2896897_4	a-s---nn-	urn:cite:fuSyntax:0085003tokens.2896897_0	δεινόσ
264	urn:cite:fuSyntax:0085003tokens.2896897_5	l-s---fn-	urn:cite:fuSyntax:0085003tokens.2896897_7	ὁ1
265	urn:cite:fuSyntax:0085003tokens.2896897_6	g--------	urn:cite:fuSyntax:0085003tokens.2896897_0	τε1
266	urn:cite:fuSyntax:0085003tokens.2896897_7	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2896897_6	ὁμιλία1
267	urn:cite:fuSyntax:0085003tokens.2896897_8	u--------	urn:cite:fuSyntax:0085003tokens.2896897_0	περιοδ1
268	urn:cite:fuSyntax:0085003tokens.2896898_1	v1spia---	urn:cite:fuSyntax:0085003tokens.2896898_0	σύμφημι1
269	urn:cite:fuSyntax:0085003tokens.2896898_2	u--------	urn:cite:fuSyntax:0085003tokens.2896898_0	πυνξ1
270	urn:cite:fuSyntax:0085003tokens.2896899_1	v--pna---	urn:cite:fuSyntax:0085003tokens.2896899_0	ἀνηκουστέω1
271	urn:cite:fuSyntax:0085003tokens.2896899_2	g--------	urn:cite:fuSyntax:0085003tokens.2896899_0	δέ1
272	urn:cite:fuSyntax:0085003tokens.2896899_3	l-p---mg-	urn:cite:fuSyntax:0085003tokens.2896899_5	ὁ1
273	urn:cite:fuSyntax:0085003tokens.2896899_4	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2896899_5	πατήρ1
274	urn:cite:fuSyntax:0085003tokens.2896899_5	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2896899_1	λόγοσ
275	urn:cite:fuSyntax:0085003tokens.2896899_6	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2896899_0	οἷοσ
276	urn:cite:fuSyntax:0085003tokens.2896899_7	g--------	urn:cite:fuSyntax:0085003tokens.2896899_6	τε1
277	urn:cite:fuSyntax:0085003tokens.2896899_8	d--------	urn:cite:fuSyntax:0085003tokens.2896899_0	πῶς
278	urn:cite:fuSyntax:0085003tokens.2896899_9	u--------	urn:cite:fuSyntax:0085003tokens.2896899_0	πυνξ1
279	urn:cite:fuSyntax:0085003tokens.2896900_1	d--------	urn:cite:fuSyntax:0085003tokens.2896900_2	οὐ1
280	urn:cite:fuSyntax:0085003tokens.2896900_2	a-s---na-	urn:cite:fuSyntax:0085003tokens.2896900_3	οὗτοσ
281	urn:cite:fuSyntax:0085003tokens.2896900_3	v2spia---	urn:cite:fuSyntax:0085003tokens.2896900_0	δειμαίνω1
282	urn:cite:fuSyntax:0085003tokens.2896900_4	a-s---nac	urn:cite:fuSyntax:0085003tokens.2896900_3	πλείων1
283	urn:cite:fuSyntax:0085003tokens.2896900_5	u--------	urn:cite:fuSyntax:0085003tokens.2896900_0	πυνξ1
284	urn:cite:fuSyntax:0085003tokens.2896901_1	d--------	urn:cite:fuSyntax:0085003tokens.2896901_0	ἀεί1
285	urn:cite:fuSyntax:0085003tokens.2896901_2	g--------	urn:cite:fuSyntax:0085003tokens.2896901_0	γε1
286	urn:cite:fuSyntax:0085003tokens.2896901_3	g--------	urn:cite:fuSyntax:0085003tokens.2896901_2	δή1
287	urn:cite:fuSyntax:0085003tokens.2896901_4	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896901_6	νηλήσ
288	urn:cite:fuSyntax:0085003tokens.2896901_5	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896901_0	σύ1
289	urn:cite:fuSyntax:0085003tokens.2896901_6	c--------	urn:cite:fuSyntax:0085003tokens.2896901_0	καί1
290	urn:cite:fuSyntax:0085003tokens.2896901_7	n-s---ng-	urn:cite:fuSyntax:0085003tokens.2896901_8	θράσοσ
291	urn:cite:fuSyntax:0085003tokens.2896901_8	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896901_6	πλέωσ
292	urn:cite:fuSyntax:0085003tokens.2896901_9	u--------	urn:cite:fuSyntax:0085003tokens.2896901_0	περιοδ1
293	urn:cite:fuSyntax:0085003tokens.2896902_1	n-s---nn-	urn:cite:fuSyntax:0085003tokens.2896902_0	ἄκοσ
294	urn:cite:fuSyntax:0085003tokens.2896902_2	g--------	urn:cite:fuSyntax:0085003tokens.2896902_0	γάρ1
295	urn:cite:fuSyntax:0085003tokens.2896902_3	a-s---nn-	urn:cite:fuSyntax:0085003tokens.2896902_1	οὐδείσ
296	urn:cite:fuSyntax:0085003tokens.2896902_4	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2896902_5	ὅδε1
297	urn:cite:fuSyntax:0085003tokens.2896902_5	v--pne---	urn:cite:fuSyntax:0085003tokens.2896902_0	θρηνέω1
298	urn:cite:fuSyntax:0085003tokens.2896902_6	u--------	urn:cite:fuSyntax:0085003tokens.2896902_0	περιοδ1
299	urn:cite:fuSyntax:0085003tokens.2896903_1	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896903_7	σύ1
300	urn:cite:fuSyntax:0085003tokens.2896903_2	g--------	urn:cite:fuSyntax:0085003tokens.2896903_7	δέ1
301	urn:cite:fuSyntax:0085003tokens.2896903_3	l-p---na-	urn:cite:fuSyntax:0085003tokens.2896903_5	ὁ1
302	urn:cite:fuSyntax:0085003tokens.2896903_4	n-s---na-	urn:cite:fuSyntax:0085003tokens.2896903_5	μηδείσ
303	urn:cite:fuSyntax:0085003tokens.2896903_5	t-pppana-	urn:cite:fuSyntax:0085003tokens.2896903_7	ὠφελέω1
304	urn:cite:fuSyntax:0085003tokens.2896903_6	c--------	urn:cite:fuSyntax:0085003tokens.2896903_7	μή1
305	urn:cite:fuSyntax:0085003tokens.2896903_7	v2spma---	urn:cite:fuSyntax:0085003tokens.2896903_0	πονέω1
306	urn:cite:fuSyntax:0085003tokens.2896903_8	d--------	urn:cite:fuSyntax:0085003tokens.2896903_7	μάτην1
307	urn:cite:fuSyntax:0085003tokens.2896903_9	u--------	urn:cite:fuSyntax:0085003tokens.2896903_0	περιοδ1
308	urn:cite:fuSyntax:0085003tokens.2896904_1	e--------	urn:cite:fuSyntax:0085003tokens.2896904_4	ὦ1
309	urn:cite:fuSyntax:0085003tokens.2896904_2	a-p---na-	urn:cite:fuSyntax:0085003tokens.2896904_3	πολύσ
310	urn:cite:fuSyntax:0085003tokens.2896904_3	t-sappfn-	urn:cite:fuSyntax:0085003tokens.2896904_4	μισέω1
311	urn:cite:fuSyntax:0085003tokens.2896904_4	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2896904_0	χειρωναξία1
312	urn:cite:fuSyntax:0085003tokens.2896904_5	u--------	urn:cite:fuSyntax:0085003tokens.2896904_0	περιοδ1
313	urn:cite:fuSyntax:0085003tokens.2896905_1	p-s---na-	urn:cite:fuSyntax:0085003tokens.2896905_3	τίς
314	urn:cite:fuSyntax:0085003tokens.2896905_2	p-s---fa-	urn:cite:fuSyntax:0085003tokens.2896905_3	νιν1
315	urn:cite:fuSyntax:0085003tokens.2896905_3	v2spia---	urn:cite:fuSyntax:0085003tokens.2896905_0	στυγέω1
316	urn:cite:fuSyntax:0085003tokens.2896905_4	u--------	urn:cite:fuSyntax:0085003tokens.2896905_0	πυνξ1
317	urn:cite:fuSyntax:0085003tokens.2896906_1	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2896906_10	πόνοσ
318	urn:cite:fuSyntax:0085003tokens.2896906_2	g--------	urn:cite:fuSyntax:0085003tokens.2896906_0	γάρ1
319	urn:cite:fuSyntax:0085003tokens.2896906_3	d--------	urn:cite:fuSyntax:0085003tokens.2896906_0	ὡς
320	urn:cite:fuSyntax:0085003tokens.2896906_4	a-s---md-	urn:cite:fuSyntax:0085003tokens.2896906_5	ἁπλόσ
321	urn:cite:fuSyntax:0085003tokens.2896906_5	n-s---md-	urn:cite:fuSyntax:0085003tokens.2896906_3	λόγοσ
322	urn:cite:fuSyntax:0085003tokens.2896906_6	l-p---mg-	urn:cite:fuSyntax:0085003tokens.2896906_1	ὁ1
323	urn:cite:fuSyntax:0085003tokens.2896906_7	d--------	urn:cite:fuSyntax:0085003tokens.2896906_8	νῦν1
324	urn:cite:fuSyntax:0085003tokens.2896906_8	t-pppamg-	urn:cite:fuSyntax:0085003tokens.2896906_1	πάρειμι1
325	urn:cite:fuSyntax:0085003tokens.2896906_9	a-s---na-	urn:cite:fuSyntax:0085003tokens.2896906_10	οὐδείσ
326	urn:cite:fuSyntax:0085003tokens.2896906_10	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2896906_0	αἴτιοσ
327	urn:cite:fuSyntax:0085003tokens.2896906_11	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2896906_0	τέχνη1
328	urn:cite:fuSyntax:0085003tokens.2896906_12	u--------	urn:cite:fuSyntax:0085003tokens.2896906_0	περιοδ1
329	urn:cite:fuSyntax:0085003tokens.2896907_1	d--------	urn:cite:fuSyntax:0085003tokens.2896907_5	ἔμπασ
330	urn:cite:fuSyntax:0085003tokens.2896907_2	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896907_4	τισ
331	urn:cite:fuSyntax:0085003tokens.2896907_3	a-s---fa-	urn:cite:fuSyntax:0085003tokens.2896907_6	αὐτόσ
332	urn:cite:fuSyntax:0085003tokens.2896907_4	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896907_5	ἄλλοσ
333	urn:cite:fuSyntax:0085003tokens.2896907_5	v3saia---	urn:cite:fuSyntax:0085003tokens.2896907_0	ὀφείλω1
334	urn:cite:fuSyntax:0085003tokens.2896907_6	v--ana---	urn:cite:fuSyntax:0085003tokens.2896907_5	λαγχάνω1
335	urn:cite:fuSyntax:0085003tokens.2896907_7	u--------	urn:cite:fuSyntax:0085003tokens.2896907_0	περιοδ1
336	urn:cite:fuSyntax:0085003tokens.2896908_1	a-p---nn-	urn:cite:fuSyntax:0085003tokens.2896908_0	ἅπασ
337	urn:cite:fuSyntax:0085003tokens.2896908_2	a-p---nn-	urn:cite:fuSyntax:0085003tokens.2896908_0	ἐπαχθήσ
338	urn:cite:fuSyntax:0085003tokens.2896908_3	r--------	urn:cite:fuSyntax:0085003tokens.2896908_0	πλήν1
339	urn:cite:fuSyntax:0085003tokens.2896908_4	n-p---md-	urn:cite:fuSyntax:0085003tokens.2896908_5	θεόσ
340	urn:cite:fuSyntax:0085003tokens.2896908_5	v--pna---	urn:cite:fuSyntax:0085003tokens.2896908_3	κοιρανέω1
341	urn:cite:fuSyntax:0085003tokens.2896908_6	u--------	urn:cite:fuSyntax:0085003tokens.2896908_0	πυνξ1
342	urn:cite:fuSyntax:0085003tokens.2896909_1	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896909_4	ἐλεύθεροσ
343	urn:cite:fuSyntax:0085003tokens.2896909_2	g--------	urn:cite:fuSyntax:0085003tokens.2896909_4	γάρ1
344	urn:cite:fuSyntax:0085003tokens.2896909_3	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896909_4	οὔτισ
345	urn:cite:fuSyntax:0085003tokens.2896909_4	v3spia---	urn:cite:fuSyntax:0085003tokens.2896909_0	εἰμί1
346	urn:cite:fuSyntax:0085003tokens.2896909_5	r--------	urn:cite:fuSyntax:0085003tokens.2896909_4	πλήν1
347	urn:cite:fuSyntax:0085003tokens.2896909_6	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2896909_5	Ζεύσ
348	urn:cite:fuSyntax:0085003tokens.2896909_7	u--------	urn:cite:fuSyntax:0085003tokens.2896909_0	περιοδ1
349	urn:cite:fuSyntax:0085003tokens.2896910_1	v1sria---	urn:cite:fuSyntax:0085003tokens.2896910_3	γιγνώσκω1
350	urn:cite:fuSyntax:0085003tokens.2896910_2	p-p---md-	urn:cite:fuSyntax:0085003tokens.2896910_1	ὅδε1
351	urn:cite:fuSyntax:0085003tokens.2896910_3	a-s---na-	urn:cite:fuSyntax:0085003tokens.2896910_0	οὐδείσ
352	urn:cite:fuSyntax:0085003tokens.2896910_4	v--ana---	urn:cite:fuSyntax:0085003tokens.2896910_5	ἀντεῖπον1
353	urn:cite:fuSyntax:0085003tokens.2896910_5	v1spia---	urn:cite:fuSyntax:0085003tokens.2896910_3	ἔχω1
354	urn:cite:fuSyntax:0085003tokens.2896910_6	u--------	urn:cite:fuSyntax:0085003tokens.2896910_0	περιοδ1
355	urn:cite:fuSyntax:0085003tokens.2896911_1	d--------	urn:cite:fuSyntax:0085003tokens.2896911_2	οὔκουν1
356	urn:cite:fuSyntax:0085003tokens.2896911_2	v2sfim---	urn:cite:fuSyntax:0085003tokens.2896911_0	ἐπείγω1
357	urn:cite:fuSyntax:0085003tokens.2896911_3	p-s---md-	urn:cite:fuSyntax:0085003tokens.2896911_5	ὅδε1
358	urn:cite:fuSyntax:0085003tokens.2896911_4	n-p---na-	urn:cite:fuSyntax:0085003tokens.2896911_5	δεσμόσ
359	urn:cite:fuSyntax:0085003tokens.2896911_5	v--fna---	urn:cite:fuSyntax:0085003tokens.2896911_2	περιβάλλω1
360	urn:cite:fuSyntax:0085003tokens.2896911_6	u--------	urn:cite:fuSyntax:0085003tokens.2896911_7	ξομμα1
361	urn:cite:fuSyntax:0085003tokens.2896911_7	c--------	urn:cite:fuSyntax:0085003tokens.2896911_2	ὡσ
362	urn:cite:fuSyntax:0085003tokens.2896911_8	c--------	urn:cite:fuSyntax:0085003tokens.2896911_11	μή1
363	urn:cite:fuSyntax:0085003tokens.2896911_9	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2896911_11	σύ1
364	urn:cite:fuSyntax:0085003tokens.2896911_10	t-sppama-	urn:cite:fuSyntax:0085003tokens.2896911_9	ἐλινύω1
365	urn:cite:fuSyntax:0085003tokens.2896911_11	v3sasp---	urn:cite:fuSyntax:0085003tokens.2896911_7	προσδέρκομαι1
366	urn:cite:fuSyntax:0085003tokens.2896911_12	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2896911_11	πατήρ1
367	urn:cite:fuSyntax:0085003tokens.2896911_13	u--------	urn:cite:fuSyntax:0085003tokens.2896911_0	πυνξ1
368	urn:cite:fuSyntax:0085003tokens.2896912_1	c--------	urn:cite:fuSyntax:0085003tokens.2896912_6	καί1
369	urn:cite:fuSyntax:0085003tokens.2896912_2	g--------	urn:cite:fuSyntax:0085003tokens.2896912_1	δή1
370	urn:cite:fuSyntax:0085003tokens.2896912_3	a-p---na-	urn:cite:fuSyntax:0085003tokens.2896912_4	πρόχειροσ
371	urn:cite:fuSyntax:0085003tokens.2896912_4	n-p---na-	urn:cite:fuSyntax:0085003tokens.2896912_5	ψάλιον1
372	urn:cite:fuSyntax:0085003tokens.2896912_5	v--pnm---	urn:cite:fuSyntax:0085003tokens.2896912_6	δέρκομαι1
373	urn:cite:fuSyntax:0085003tokens.2896912_6	r--------	urn:cite:fuSyntax:0085003tokens.2896912_0	παρά1
374	urn:cite:fuSyntax:0085003tokens.2896912_7	u--------	urn:cite:fuSyntax:0085003tokens.2896912_0	πυνξ1
375	urn:cite:fuSyntax:0085003tokens.2896913_1	t-sapamn-	urn:cite:fuSyntax:0085003tokens.2896913_9	βάλλω1
376	urn:cite:fuSyntax:0085003tokens.2896913_2	p-p---na-	urn:cite:fuSyntax:0085003tokens.2896913_1	νιν
377	urn:cite:fuSyntax:0085003tokens.2896913_3	r--------	urn:cite:fuSyntax:0085003tokens.2896913_1	ἀμφί1
378	urn:cite:fuSyntax:0085003tokens.2896913_4	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2896913_3	χείρ1
379	urn:cite:fuSyntax:0085003tokens.2896913_5	a-s---nd-	urn:cite:fuSyntax:0085003tokens.2896913_6	ἐγκρατήσ
380	urn:cite:fuSyntax:0085003tokens.2896913_6	n-s---nd-	urn:cite:fuSyntax:0085003tokens.2896913_8	σθένοσ
381	urn:cite:fuSyntax:0085003tokens.2896913_7	n-s---md-	urn:cite:fuSyntax:0085003tokens.2896913_8	ῥαιστήρ1
382	urn:cite:fuSyntax:0085003tokens.2896913_8	v2spma---	urn:cite:fuSyntax:0085003tokens.2896913_9	θείνω1
383	urn:cite:fuSyntax:0085003tokens.2896913_9	u--------	urn:cite:fuSyntax:0085003tokens.2896913_0	ξομμα1
384	urn:cite:fuSyntax:0085003tokens.2896913_10	v2spma---	urn:cite:fuSyntax:0085003tokens.2896913_9	πασσαλεύω1
385	urn:cite:fuSyntax:0085003tokens.2896913_11	r--------	urn:cite:fuSyntax:0085003tokens.2896913_10	πρόσ
386	urn:cite:fuSyntax:0085003tokens.2896913_12	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2896913_11	πέτρα1
387	urn:cite:fuSyntax:0085003tokens.2896913_13	u--------	urn:cite:fuSyntax:0085003tokens.2896913_0	περιοδ1
388	urn:cite:fuSyntax:0085003tokens.2896914_1	v3spie---	urn:cite:fuSyntax:0085003tokens.2896914_3	περαίνω1
389	urn:cite:fuSyntax:0085003tokens.2896914_2	g--------	urn:cite:fuSyntax:0085003tokens.2896914_1	δή1
390	urn:cite:fuSyntax:0085003tokens.2896914_3	d--------	urn:cite:fuSyntax:0085003tokens.2896914_0	οὐ1
391	urn:cite:fuSyntax:0085003tokens.2896914_4	v3spia---	urn:cite:fuSyntax:0085003tokens.2896914_3	ματάω1
392	urn:cite:fuSyntax:0085003tokens.2896914_5	n-s---nn-	urn:cite:fuSyntax:0085003tokens.2896914_4	ἔργον1
393	urn:cite:fuSyntax:0085003tokens.2896914_6	p-s---nn-	urn:cite:fuSyntax:0085003tokens.2896914_5	ὅδε1
394	urn:cite:fuSyntax:0085003tokens.2896914_7	u--------	urn:cite:fuSyntax:0085003tokens.2896914_0	περιοδ1
395	urn:cite:fuSyntax:0085003tokens.2896915_1	v2spma---	urn:cite:fuSyntax:0085003tokens.2896915_5	ἀράσσω1
396	urn:cite:fuSyntax:0085003tokens.2896915_2	d--------	urn:cite:fuSyntax:0085003tokens.2896915_1	μᾶλλον1
397	urn:cite:fuSyntax:0085003tokens.2896915_3	u--------	urn:cite:fuSyntax:0085003tokens.2896915_5	ξομμα1
398	urn:cite:fuSyntax:0085003tokens.2896915_4	v2spma---	urn:cite:fuSyntax:0085003tokens.2896915_5	σφίγγω1
399	urn:cite:fuSyntax:0085003tokens.2896915_5	u--------	urn:cite:fuSyntax:0085003tokens.2896915_0	ξομμα1
400	urn:cite:fuSyntax:0085003tokens.2896915_6	d--------	urn:cite:fuSyntax:0085003tokens.2896915_7	μηδαμῇ1
401	urn:cite:fuSyntax:0085003tokens.2896915_7	v2spma---	urn:cite:fuSyntax:0085003tokens.2896915_5	χαλάω1
402	urn:cite:fuSyntax:0085003tokens.2896915_8	u--------	urn:cite:fuSyntax:0085003tokens.2896915_0	περιοδ1
403	urn:cite:fuSyntax:0085003tokens.2896916_1	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896916_0	δεινόσ
404	urn:cite:fuSyntax:0085003tokens.2896916_2	g--------	urn:cite:fuSyntax:0085003tokens.2896916_0	γάρ1
405	urn:cite:fuSyntax:0085003tokens.2896916_3	v--ana---	urn:cite:fuSyntax:0085003tokens.2896916_1	εὑρίσκω1
406	urn:cite:fuSyntax:0085003tokens.2896916_4	r--------	urn:cite:fuSyntax:0085003tokens.2896916_6	ἐκ1
407	urn:cite:fuSyntax:0085003tokens.2896916_5	a-p---ng-	urn:cite:fuSyntax:0085003tokens.2896916_4	ἀμήχανοσ
